REVMAN_ID,REVIEW_TITLE,PERFBIAS_RISK,PERFBIAS_JUDGEMENT,YEAR
STD-Sarkar-1994,Electroconvulsive therapy for schizophrenia,Unclear Risk,Double blind[comma] untested.,1994
STD-Small-1982,Electroconvulsive therapy for schizophrenia,Unclear Risk,Double blind (drugs) untested[comma] single blind (ECT).,1982
STD-Taylor-1980,Electroconvulsive therapy for schizophrenia,Unclear Risk,Mostly double blind[comma] untested.,1980
STD-Ukpong-2002,Electroconvulsive therapy for schizophrenia,Unclear Risk,Double blind[comma] untested.,2002
STD-Ungvari-1982,Electroconvulsive therapy for schizophrenia,Unclear Risk,Double blind[comma] untested.,1982
STD-Wu-1989,Electroconvulsive therapy for schizophrenia,Unclear Risk,Single blind[comma] untested.,1989
STD-Glazer-1985,Estrogen for schizophrenia,Information could not be retrieved,Information could not be retrieved,1985
STD-Good-1999,Estrogen for schizophrenia,Information could not be retrieved,Information could not be retrieved,1999
STD-Kulkarni-1996,Estrogen for schizophrenia,Information could not be retrieved,Information could not be retrieved,1995
STD-Kulkarni-2001,Estrogen for schizophrenia,Information could not be retrieved,Information could not be retrieved,2001
STD-Louza-2004,Estrogen for schizophrenia,Information could not be retrieved,Information could not be retrieved,2004
STD-Beebe-2005,Exercise therapy for schizophrenia,Low risk,Single[comma] researcher blinded to group status[comma] untested.,2005
STD-Duraiswamy-2007,Exercise therapy for schizophrenia,Low risk,Single[comma] researcher blinded to group status[comma] untested.,2007
STD-Marzaloni-2008,Exercise therapy for schizophrenia,Unclear Risk,Single[comma] researcher blinded to group status[comma] untested.,2008
STD-Barber-1988*,Family intervention (brief) for schizophrenia,Unclear Risk,Not stated.,1988
STD-Shinde-2005,Family intervention (brief) for schizophrenia,High risk,Non-blinded.,2005
STD-Smith-1987,Family intervention (brief) for schizophrenia,Unclear Risk,Not stated.,1987
STD-Youssef-1987,Family intervention (brief) for schizophrenia,High risk,Quote: "subjects were approached by the investigator and informed verbally of the purpose of the study" (p613).,1987
STD-Barrowclough-2001,Family intervention for schizophrenia,High risk,Single[comma] untested.,2001
STD-Bloch-1995,Family intervention for schizophrenia,High risk,Not blinded.,1995
STD-Bradley-2006,Family intervention for schizophrenia,Unclear Risk,Single blind[comma] independent researchers who were blind to study condition[comma] untested.,2006
STD-Buchkremer-1995,Family intervention for schizophrenia,High risk,Not blinded.,1995
STD-Carra-2007,Family intervention for schizophrenia,Unclear Risk,Follow-up assessments were carried out by research assistants blind about the treatment assigned[comma] untested.,2007
STD-Chen-2005,Family intervention for schizophrenia,Unclear Risk,No details.,2005
STD-Chien-2004,Family intervention for schizophrenia,Unclear Risk,No reported.,2004
STD-Dai-2007,Family intervention for schizophrenia,Unclear Risk,No details.,2007
STD-De-Giacomo-1997,Family intervention for schizophrenia,High risk,Not blind.,1997
STD-Du-2005,Family intervention for schizophrenia,Unclear Risk,No details.,2005
STD-Dyck-2002,Family intervention for schizophrenia,High risk,Open study.,2002
STD-Falloon-1981,Family intervention for schizophrenia,High risk,Not blind.,1981
STD-Fernandez-1998,Family intervention for schizophrenia,High risk,Not blind.,1998
STD-Glynn-1992,Family intervention for schizophrenia,High risk,Not blind.,1992
STD-Goldstein-1978,Family intervention for schizophrenia,Unclear Risk,Single blind[comma] untested.,1978
STD-Gong-2007,Family intervention for schizophrenia,High risk,Open.,2007
STD-Guo-2007,Family intervention for schizophrenia,High risk,Open study.,2007
STD-Herz-2000,Family intervention for schizophrenia,High risk,Not blind.,2000
STD-Hogarty-1986,Family intervention for schizophrenia,High risk,Not blind.,1986
STD-Hogarty-1997,Family intervention for schizophrenia,High risk,No blind.,1997
STD-Leavey-2004,Family intervention for schizophrenia,Unclear Risk,Single blind[comma] untested.,2004
STD-Leff-1982,Family intervention for schizophrenia,High risk,Not blind.,1982
STD-Leff-1989,Family intervention for schizophrenia,Unclear Risk,Single[comma] untested.,1989
STD-Leff-2001,Family intervention for schizophrenia,Unclear Risk,Single blind[comma] untested.,2001
STD-Li-2004,Family intervention for schizophrenia,Unclear Risk,No details.,2004
STD-Li-2005a,Family intervention for schizophrenia,High risk,Open study.,2005
STD-Linszen-1996,Family intervention for schizophrenia,Unclear Risk,Single[comma] untested.,1996
STD-Liu-2003,Family intervention for schizophrenia,Unclear Risk,No details.,2003
STD-Liu-2007,Family intervention for schizophrenia,High risk,Open study.,2007
STD-Luping-2007,Family intervention for schizophrenia,Unclear Risk,No details.,2007
STD-Lv-2003,Family intervention for schizophrenia,Unclear Risk,No details.,8462
STD-Magliano-2006,Family intervention for schizophrenia,High risk,Open study.,2006
STD-Mak-1997,Family intervention for schizophrenia,High risk,Not blind.,1997
STD-McFarlane-1995,Family intervention for schizophrenia,Unclear Risk,Partial blinding[comma] untested.,1995
STD-Merinder-1999,Family intervention for schizophrenia,Unclear Risk,Single[comma] untested.,1999
STD-Posner-1992,Family intervention for schizophrenia,Unclear Risk,Not stated.,1992
STD-Qiu-2002,Family intervention for schizophrenia,Unclear Risk,Not reported.,8447
STD-Ran-2003,Family intervention for schizophrenia,Unclear Risk,Assessors blind[comma] no further details.,2001
STD-Randolph-1994,Family intervention for schizophrenia,Unclear Risk,Not stated.,1994
STD-Schooler-1997,Family intervention for schizophrenia,Unclear Risk,Not stated.,1989
STD-Shi-2000,Family intervention for schizophrenia,Unclear Risk,Not stated.,2000
STD-Szmukler-2003,Family intervention for schizophrenia,High risk,Not blinded.,2003
STD-Tan-2007,Family intervention for schizophrenia,High risk,Open study.,2007
STD-Tarrier-1988,Family intervention for schizophrenia,Unclear Risk,Single[comma] untested.,1988
STD-Vaughan-1992,Family intervention for schizophrenia,Unclear Risk,Single blind.,1992
STD-Wang-2006,Family intervention for schizophrenia,High risk,None.,2006
STD-Xiang-1994,Family intervention for schizophrenia,Unclear Risk,Double blind[comma] untested.,1994
STD-Xiang-2005,Family intervention for schizophrenia,High risk,Open study.,2005
STD-Xiong-1994,Family intervention for schizophrenia,Unclear Risk,Single blind[comma] untested.,1994
STD-Zhang-1994,Family intervention for schizophrenia,Unclear Risk,Single[comma] untested.,1994
STD-Zhang-2006a,Family intervention for schizophrenia,High risk,Open study.,2006
STD-Zhang-2006b,Family intervention for schizophrenia,Unclear Risk,No details.,2006
STD-Zhou-2007,Family intervention for schizophrenia,High risk,Open study.,2007
